source_aits_name,sentence,L1
103_Department_of_the_Senate,Our staff will be strongly encouraged to complete the training at the first available opportunity.,Compliance with AI regulations and policies
103_Department_of_the_Senate,"We will only utilise AI services in accordance with applicable legislation, regulations, frameworks and policies described above.",Compliance with AI regulations and policies
103_Department_of_the_Senate,The Clerk Assistant (Table) has been designated the Accountable Official responsible for the department's implementation of the DTA policy.,Compliance with AI regulations and policies
101_Department_of_Parliamentary_Services,This Transparency Statement will be reviewed annually or when significant changes to the use or governance of AI use occur.,Update
101_Department_of_Parliamentary_Services,This statement was last updated on 21 February 2025.,Update
103_Department_of_the_Senate,"For further information about the use of AI within the Department of the Senate, please contact spio@aph.gov.au",Contact
104_Parliamentary_Budget_Office,"This AI transparency statement outlines the PBO's approach to AI, aligned with the broader Commonwealth direction and the Parliament of Australia Digital Strategy 2023-2027 .",General introduction
104_Parliamentary_Budget_Office,The Parliamentary Budget Office (PBO) is committed to the responsible and ethical use of Artificial Intelligence (AI) technologies.,Compliance with AI regulations and policies
104_Parliamentary_Budget_Office,"This AI transparency statement outlines the PBO's approach to AI, aligned with the broader Commonwealth direction and the Parliament of Australia Digital Strategy 2023-2027 .",General introduction
104_Parliamentary_Budget_Office,"This statement also includes guidance on the role the Department of Parliamentary Services (DPS) plays as the ICT shared services provider for the Parliamentary departments and the Parliamentary Workplace Support Service (PWSS), and the shared approach to the responsible use of AI and compliance with the Digital Transformation Agency (DTA) Policy for the responsible use of AI in government .",Compliance with AI regulations and policies
104_Parliamentary_Budget_Office,"The PBO’s Chief Operating Officer (COO) is the PBO’s accountable official, appointed in line with the DTA standard for accountable officials .",EMPTY
101_Department_of_Parliamentary_Services,This transparency statement will be reviewed annually or when significant changes to the use or governance of AI use occur.,Update
104_Parliamentary_Budget_Office,This statement was last updated on 28 February 2025.,Update
104_Parliamentary_Budget_Office,"The PBO believe that as with any technology, AI presents opportunities that should be harnessed and risks that must be managed.",Impact to the public
104_Parliamentary_Budget_Office,"The PBO has been proactive in its approach to the responsible, safe and ethical use of AI and governance of that use.",Compliance with AI regulations and policies
104_Parliamentary_Budget_Office,We have implemented arrangements for managing the use of AI in line with the following principles: Leveraging the benefits of AI in a safe and secure way.,Compliance with AI regulations and policies
104_Parliamentary_Budget_Office,"This means having robust governance processes on the ethical adoption of AI tools to ensure benefits are achieved and risks are managed, while maintaining confidentiality of information, data security, and that systems perform as expected.",Compliance with AI regulations and policies
104_Parliamentary_Budget_Office,Transparency and accountability in our use of AI.,Compliance with AI regulations and policies
104_Parliamentary_Budget_Office,"PBO staff must be able to explain, justify and take ownership of advice and decisions when utilising AI.",Compliance with AI regulations and policies
104_Parliamentary_Budget_Office,Clarity in roles and responsibilities.,Compliance with AI regulations and policies
104_Parliamentary_Budget_Office,Having clear accountabilities for the adoption of AI and understanding its use.,Monitoring measures
104_Parliamentary_Budget_Office,Sustainability in approach.,EMPTY
104_Parliamentary_Budget_Office,"We will invest in building AI capability for the long term, to capture the business benefits from the capability in a safe way.",Intention of AI
104_Parliamentary_Budget_Office,Integration of AI into the operations of the PBO is guided by: Australia’s AI ethics principles.,Compliance with AI regulations and policies
